pretrained,finetuned
0.016248586,0.9965036
0.0044698208,0.99842405
0.7058452,0.9962529
0.0008110606,0.6670503
0.9981219,0.9877796
0.5439184,0.97829324
0.39405826,0.00074661
0.0022714853,0.0013284613
0.24449877,0.00066470983
0.014582599,0.0043803314
0.061332688,0.97360605
0.68729466,0.10428749
0.09178295,0.04348504
0.00090654625,0.0068369554
0.0010968283,0.76590943
0.9130276,0.7087459
0.008966837,0.13902642
0.9450948,0.0026568207
0.0017643042,0.007404945
0.99681145,0.9838839
0.0548286,0.005183213
0.97606975,0.98560786
0.63333035,0.8917381
0.1474808,0.010076031
0.005150978,0.9639883
0.009041151,0.0019650552
0.0018573295,0.0013626277
0.017578209,0.028150253
0.14050871,0.10282916
0.0007758571,0.023568457
0.0068487283,0.031106293
0.11687153,0.56685865
0.00348144,0.004576446
0.012092244,0.99596393
0.0011713136,0.0006625437
0.0010927983,0.9909141
0.33352804,0.62355214
0.9879362,0.08920741
0.018540867,0.9315909
0.0030236938,0.01193769
0.0074176854,0.42707422
0.98349863,0.9970306
0.07519386,0.0013410884
0.58400315,0.95094216
0.012099975,0.0007005385
0.005210485,0.72071666
0.23939933,0.012374276
0.0013790145,0.70111006
0.0026432264,0.09605793
0.101969965,0.99709857
0.004229396,0.9981026
0.028216757,0.99690324
0.5336353,0.74324864
0.0014791235,0.13566591
0.0010149364,0.91913724
0.0012306437,0.0737042
0.19004983,0.00456017
0.010509828,0.01563851
0.7550839,0.0015944313
0.009906175,0.9620421
0.0008542487,0.9912124
0.019605834,0.01989129
0.6941532,0.13142179
0.0011748928,0.9928585
0.085998185,0.99165386
0.24531662,0.00922907
0.0017799819,0.064623654
0.00091113156,0.068539485
0.969467,0.95373535
0.06361935,0.9629576
0.0016234423,0.16053262
0.093203254,0.012692275
0.0006371751,0.0011842975
0.77607065,0.98277086
0.046345454,0.5909745
0.024347305,0.000609429
0.0028716554,0.021007508
0.006606687,0.9429825
0.008914749,0.0012465323
0.06125123,0.04953948
0.0006745922,0.007520405
0.0013926493,0.047369864
0.00087287556,0.23676312
0.10860217,0.064623654
0.21313824,0.08538458
0.97791266,0.95431507
0.7864973,0.05167947
0.004842355,0.23589918
0.0066158813,0.5402561
0.032538548,0.10963326
0.0012666591,0.993206
0.09495839,0.94798315
0.022880424,0.037884198
0.0022732194,0.010852435
0.0017926235,0.9201979
0.13815297,0.028336568
0.07461245,0.9860569
0.0012755012,0.9971916
0.023606932,0.97698045
0.0021702617,0.12908362
0.30415392,0.9964849
0.000852105,0.976441
0.19333136,0.97781914
0.018234778,0.9807732
0.022163974,0.0026336873
0.11585786,0.037079614
0.001222939,0.99561274
0.029933581,0.0739212
0.010266553,0.047202382
0.00393775,0.14680502
0.0012241908,0.19110371
0.0030211878,0.9816628
0.0006556591,0.18086356
0.028908871,0.38051698
0.033794325,0.0037433058
0.9746651,0.44915262
0.0114757735,0.9823477
0.0017183878,0.010182525
0.0012261063,0.9807732
0.0027403254,0.8111119
0.0029896547,0.95183927
0.14380677,0.9937668
0.004122101,0.99825007
0.0111848265,0.61613256
0.052214723,0.9884952
0.43827522,0.0037982552
0.5954773,0.97317976
0.8102363,0.8833178
0.0023444614,0.995723
0.01865522,0.0013436544
0.09947434,0.977122
0.0007877808,0.96008265
0.027439784,0.1594832
0.0076415595,0.9978314
0.0052039465,0.9247331
0.003608505,0.9975212
0.0027726262,0.9940036
0.002237093,0.94937843
0.059525162,0.00065734755
0.004235674,0.9375992
0.00079867477,0.12469021
0.016820932,0.978044
0.3277094,0.9745296
0.07495827,0.30106625
0.0039640153,0.9975539
0.00095474126,0.9958396
0.9709792,0.17634988
0.101333596,0.0029135644
0.6575538,0.92074746
0.0034079105,0.20937568
0.10731218,0.99761707
0.014943085,0.35955283
0.002489917,0.25027376
0.03476609,0.9911658
0.011334633,0.012775229
0.017996341,0.9717524
0.0035810699,0.06648857
0.009196704,0.091277376
0.051316414,0.5240489
0.0013995437,0.09232683
0.025405547,0.00093346235
0.0009773797,0.012604708
0.017282473,0.9971259
0.017337449,0.96110106
0.015629169,0.034495052
0.00088466867,0.021206591
0.0009279873,0.009411368
0.026938908,0.045774344
0.9982438,0.020021958
0.076977454,0.87801766
0.020057369,0.41810018
0.008159844,0.9838839
0.012582573,0.7685548
0.045495473,0.01636864
0.8962454,0.96772766
0.14832678,0.8705563
0.0022675444,0.19278611
0.037728067,0.9832427
0.04442382,0.22173806
0.0029022594,0.59879667
0.20923543,0.5898395
0.008454117,0.9846858
0.000770812,0.009036623
0.0009530199,0.017847551
0.07819313,0.9972365
0.07846834,0.8902256
0.025893249,0.29844335
0.30579844,0.040817767
0.008243357,0.17634988
0.419936,0.997338
0.0011296705,0.0043395767
0.039268184,0.00056543277
0.0014719715,0.079107076
0.006735333,0.0039957627
0.03253422,0.92759746
0.00055329077,0.9953843
0.7243492,0.99488914
0.99693847,0.74876076
0.00070118875,0.9747133
0.015138085,0.1617409
0.05167115,0.98648864
0.0008318598,0.9969644
0.004240045,0.96853137
0.058812417,0.9377476
0.005218494,0.027308427
0.016514525,0.010709867
0.9878599,0.0014932787
0.439718,0.12087564
0.010778155,0.0011005444
0.017444944,0.0029693507
0.009749313,0.68200386
0.012397748,0.9258201
0.0014111579,0.33894297
0.00062913826,0.5452197
0.00085188576,0.020057993
0.0035249956,0.0048611416
0.101824015,0.27870658
0.0006091804,0.116395615
0.0037140963,0.0025353562
0.10029519,0.9942015
0.07576408,0.8321383
0.038740005,0.69952774
0.0010637165,0.99659914
0.76775146,0.9792453
0.0020599128,0.9919133
0.027112575,0.89314973
0.007594002,0.68833125
0.011987895,0.99763095
0.20407736,0.24595967
0.015839465,0.7214885
0.004249053,0.0034746013
0.0051818043,0.8620184
0.0007538325,0.18404849
0.6858625,0.01680802
0.026624238,0.9060689
0.091086954,0.9730847
0.009135054,0.0009188828
0.009325259,0.9405272
0.011494347,0.9956174
0.051743094,0.020743856
0.011516164,0.95198315
0.9978849,0.064623654
0.0038382567,0.10896747
0.01598912,0.8387949
0.00066832546,0.05040139
0.0029511321,0.94199735
0.0013773973,0.9858291
0.015081287,0.014237997
0.058423527,0.99634606
0.0011433504,0.99807847
0.0029493356,0.8854941
0.06595924,0.980803
0.007561355,0.00058173446
0.00074173906,0.11466198
0.0009265181,0.14374982
0.0065565887,0.99850225
0.0007255704,0.0005951775
0.0017162526,0.92605364
0.073874705,0.95083815
0.0015004727,0.14374982
0.97943157,0.00096007664
0.00072142977,0.4063013
0.0012167873,0.9870996
0.98284894,0.00066857645
0.0013612489,0.44330063
0.17077401,0.0016471478
0.001323037,0.020363564
0.013519145,0.14374982
0.0071137454,0.9894559
0.78640443,0.91312367
0.0027018469,0.6175135
0.058767684,0.8242457
0.10740613,0.14987972
0.27347514,0.083342485
0.0035008108,0.9979842
0.0046517067,0.054384723
0.2617709,0.9970529
0.3527716,0.089842066
0.030177325,0.9988738
0.26306728,0.029073881
0.03551256,0.9650243
0.0070753032,0.06605138
0.011472041,0.994991
0.012615537,0.97698796
0.00806216,0.32398796
0.0013614849,0.0010307211
0.010822196,0.12469021
0.007314443,0.995905
0.013126427,0.0054678535
0.0030628664,0.94896406
0.0009970668,0.5028955
0.0027262955,0.06482061
0.005524754,0.014289166
0.9983253,0.88850737
0.01607184,0.08232495
0.001314605,0.61688036
0.99769336,0.7837846
0.0859583,0.9028541
0.024542345,0.33320788
0.0016021377,0.025649827
0.1215822,0.0031589172
0.013453679,0.00449284
0.00089135434,0.88092554
0.011482249,0.001972468
0.0007899473,0.9770045
0.0019150048,0.055560272
0.0016992294,0.19012353
0.29766417,0.05359183
0.0017584178,0.0037264943
0.039990503,0.6557776
0.00067069946,0.27435532
0.0036202283,0.9967847
0.037202735,0.13746047
0.0032228658,0.99635124
0.0044610975,0.9475696
0.05369981,0.018598167
0.0039003822,0.9976392
0.022076204,0.9857144
0.96656346,0.98420495
0.2517473,0.34818444
0.80610085,0.10963326
0.016822778,0.9352913
0.024283005,0.068982065
0.0075876433,0.02001756
0.96724695,0.03363822
0.011883698,0.9970855
0.04929926,0.9901382
0.025456281,0.6403889
0.04477295,0.48116747
0.122743085,0.5425062
0.0022680925,0.009344689
0.036634546,0.0009099568
0.00082170643,0.9837938
0.012592233,0.19822894
0.025089314,0.17615765
0.0015220352,0.99253696
0.008551633,0.9950317
0.974744,0.9213723
0.007398748,0.0017846359
0.14020513,0.13961484
0.9919109,0.97964406
0.062347427,0.98145354
0.028280148,0.87220204
0.2958279,0.07934192
0.72606605,0.996923
0.0008825786,0.6310239
0.8021354,0.99561054
0.035298925,0.99302024
0.0297822,0.07539414
0.011756523,0.8356244
0.002036992,0.7769139
0.0030332392,0.0005846563
0.59796894,0.07414165
0.003948299,0.979776
0.08758756,0.96624637
0.00084119505,0.12651919
0.019076683,0.02141597
0.041653547,0.9903171
0.005660646,0.8480357
0.0024782855,0.9587291
0.00079541793,0.0006980557
0.003923187,0.0013549963
0.03935337,0.9938461
0.00092909724,0.0015255242
0.0025053036,0.05119133
0.0024609098,0.994578
0.005978173,0.03624672
0.0006499744,0.14374982
0.9971064,0.8556111
0.20730934,0.054240387
0.93389434,0.97655743
0.1582206,0.96008354
0.026108831,0.9684567
0.0016002001,0.5267876
0.0012298913,0.93542075
0.0018227111,0.96176535
0.7652284,0.9973455
0.010947412,0.9866251
0.00073831424,0.01856534
0.062607735,0.04651663
0.00078771624,0.8881755
0.012185847,0.97600913
0.0011019711,0.25027376
0.037123393,0.0009052249
0.01158797,0.0053360355
0.025050936,0.19485909
0.001406933,0.718285
0.92745525,0.23112123
0.012166686,0.0008887118
0.8902335,0.9807732
0.0008838687,0.998481
0.72853786,0.994696
0.0006162264,0.98387194
0.99770576,0.9967186
0.24647011,0.15823267
0.0009444076,0.9720257
0.002520821,0.9132958
0.0408199,0.00087978935
0.7848387,0.99048644
0.99007624,0.9951669
0.418636,0.99521255
0.00299123,0.85618377
0.09457239,0.99231863
0.0007590153,0.12469021
0.0016103337,0.74894714
0.0016240808,0.32725292
0.050427563,0.994249
0.99478686,0.003724344
0.001160398,0.083120435
0.9880391,0.9795451
0.032885853,0.95963556
0.0010462736,0.9840597
0.06651379,0.009563359
0.0006851233,0.95258635
0.0129800895,0.9335035
0.10131431,0.01797285
0.113646254,0.9975967
0.91353947,0.9810821
0.019833475,0.016673489
0.047247622,0.035020724
0.0008041434,0.42667392
0.06359672,0.9979431
0.013038849,0.99716765
0.02019172,0.033831105
0.8380846,0.3920542
0.00075782504,0.9635131
0.022896128,0.0008873525
0.04301783,0.46885267
0.05133681,0.5019594
0.09461847,0.013343071
0.0007926891,0.9468852
0.016879063,0.9920018
0.90004236,0.00088922255
0.0041328357,0.2556437
0.018439885,0.047171026
0.009235971,0.9952474
0.054200746,0.040924024
0.040119268,0.99827933
0.00096507755,0.9860569
0.0005744009,0.019887801
0.0043459707,0.9968202
0.0014728113,0.9985605
0.0038981077,0.9971819
0.0018078621,0.70133805
0.007462744,0.9949969
0.00071734376,0.98357326
0.04796432,0.94794136
0.0007514216,0.0016301972
0.01323448,0.99504745
0.590168,0.81915987
0.07770783,0.0023473417
0.13832313,0.9762067
0.00096435513,0.028157925
0.021911778,0.8802481
0.007864174,0.8379315
0.08343388,0.9684137
0.01550768,0.011123366
0.0010177075,0.9698406
0.0009828181,0.7579835
0.0015199735,0.96365553
0.9955922,0.66466266
0.40731552,0.9790644
0.006005511,0.14690784
0.95061857,0.6033429
0.6707382,0.059643988
0.13316283,0.98044306
0.89395976,0.9980209
0.011642932,0.9916121
0.25172073,0.08389183
0.99721825,0.94413114
0.0070771757,0.68280625
0.0018148352,0.009978622
0.07710922,0.92190224
0.0010933976,0.97924054
0.00078104413,0.13643034
0.8184442,0.0022260256
0.2896991,0.9593303
0.001343007,0.1346504
0.09679917,0.026917618
0.9551922,0.066393696
0.011359867,0.93124276
0.0012904905,0.12469021
0.002087701,0.02489441
0.02693141,0.54644567
0.0600194,0.10835868
0.0026085405,0.0471412
0.124222085,0.8583817
0.004019455,0.122441985
0.004660084,0.8866244
0.047308918,0.98209226
0.06329865,0.9846124
0.074582994,0.16431543
0.0013661849,0.58864284
0.020009557,0.005970505
0.0023719538,0.9976948
0.9096428,0.9978757
0.052709293,0.0006912029
0.021500245,0.03078291
0.0032092247,0.07998701
0.03337004,0.052484445
0.13293506,0.00075381895
0.12607372,0.9885344
0.0076209754,0.99793136
0.03304982,0.92526543
0.0032236425,0.00095588627
0.0015661618,0.9723025
0.06668773,0.809426
0.35201138,0.9891322
0.11154451,0.046036847
0.00079838454,0.043531246
0.08738603,0.966719
0.002427257,0.71024454
0.0012391785,0.0036029099
0.0012863005,0.94164526
0.603081,0.0011349979
0.0013378991,0.99748164
0.01245506,0.93898845
0.013470157,0.9862124
0.58727115,0.00074020115
0.0008802254,0.16486861
0.005449171,0.0056554684
0.003450302,0.0020935046
0.0006118792,0.8623261
0.863513,0.9025568
0.00085793337,0.99773055
0.0015123528,0.9939976
0.011030053,0.3070987
0.0016493598,0.0014323592
0.0007560531,0.9908194
0.00073466,0.9780724
0.9969422,0.15656517
0.9953219,0.11417372
0.02826206,0.94829905
0.9001635,0.9943915
0.012065352,0.97791266
0.0009115887,0.8886498
0.0033753498,0.025666645
0.7836884,0.995858
0.00085425645,0.96084374
0.077436745,0.026376106
0.008963295,0.8764066
0.0060340376,0.026696827
0.0009128894,0.03741461
0.0013076825,0.08434306
0.17945236,0.26756522
0.5925566,0.014851895
0.009210375,0.6108036
0.0081990585,0.97430634
0.062483136,0.9815562
0.0009774915,0.98694915
0.45430076,0.9176414
0.0007809392,0.8210634
0.0153380735,0.45429826
0.012192244,0.99335206
0.016651066,0.17634988
0.009654475,0.005131211
0.03893616,0.00073128764
0.9760887,0.99656314
0.05658297,0.01733619
0.0011632456,0.13491438
0.003193005,0.0005830545
0.00474978,0.9337981
0.044634048,0.9888666
0.54483247,0.8161402
0.08146749,0.97581714
0.025779659,0.79636765
0.063555144,0.93411803
0.0029574991,0.8128208
0.01427221,0.98624355
0.43813646,0.02599779
0.14186934,0.087681115
0.004728017,0.9664284
0.8011869,0.78354037
0.015992878,0.5959795
0.0038877032,0.88745517
0.0033060357,0.98615813
0.00089958525,0.45653868
0.019848252,0.014431478
0.0009582042,0.027779017
0.027999207,0.05991696
0.6381284,0.99185634
0.000699055,0.000849837
0.98379934,0.9971495
0.025509898,0.6904809
0.00473038,0.99685955
0.16935283,0.99732214
0.003127177,0.97056377
0.108735114,0.0368092
0.0007364759,0.004259814
0.0011869023,0.9415008
0.12434634,0.94557935
0.015304774,0.9446908
0.04642849,0.007928957
0.30054396,0.6762981
0.18649295,0.9830063
0.026421484,0.95899266
0.95101655,0.053538803
0.029489445,0.9922686
0.015130999,0.0027558475
0.0015363927,0.9746559
0.032916233,0.3166748
0.8513903,0.0006980557
0.03412469,0.14374982
0.18774371,0.99754035
0.11446603,0.089842066
0.0007576517,0.98196757
0.61604404,0.015415712
0.76309437,0.96846694
0.004574294,0.97698796
0.0019019382,0.6606599
0.06397903,0.0012842366
0.88850945,0.8829055
0.9462255,0.9953525
0.99138707,0.91480535
0.01827866,0.99194336
0.012024021,0.09366064
0.006892588,0.8210598
0.029983267,0.06284801
0.67322963,0.86003053
0.0017962372,0.013536051
0.023946933,0.073748514
0.005698135,0.9965616
0.07758312,0.25897303
0.09611696,0.013508834
0.00071343966,0.99703753
0.0006064444,0.4681877
0.004654224,0.9866851
0.013361766,0.9969338
0.06607593,0.996923
0.020312792,0.029525522
0.036167026,0.0012372548
0.0008022063,0.6842542
0.0050050644,0.4032727
0.0026574489,0.22637042
0.72545505,0.07285142
0.32677642,0.022173809
0.053110875,0.0237997
0.004403561,0.983453
0.09668553,0.7012009
0.08778754,0.06086779
0.9940731,0.99751544
0.007592075,0.0012502755
0.9757422,0.9860108
0.040209457,0.26147258
0.20919731,0.9975967
0.5170987,0.7216716
0.99350077,0.43350792
0.51956916,0.12469021
0.044134364,0.93106747
0.0011758411,0.5152316
0.001014744,0.12469021
0.0013696698,0.831564
0.007916091,0.091181785
0.0006578248,0.000603347
0.8380738,0.002871688
0.17284384,0.0005836892
0.035657927,0.90965044
0.0029081614,0.9963469
0.0017859234,0.9917101
0.072362795,0.39187855
0.40737927,0.84343994
0.0016039595,0.9817184
0.0023677633,0.9173673
0.9934263,0.9736791
0.005657888,0.9860569
0.015620484,0.98250663
0.0038460626,0.95368373
0.0006817829,0.99353266
0.0030915607,0.0017948184
0.0026833008,0.02087
0.0017665001,0.0037449473
0.97960997,0.9943071
0.53000396,0.053104945
0.9957417,0.87175465
0.001704586,0.050132718
0.016011504,0.22879186
0.24548252,0.16044588
0.9886624,0.9748539
0.013703269,0.95791364
0.005479241,0.32816088
0.000897015,0.14374982
0.070529535,0.9950958
0.0013547138,0.059910137
0.015465803,0.008664981
0.00074413355,0.98441917
0.09429258,0.032491762
0.22762077,0.34486535
0.69276696,0.99161524
0.07804299,0.9642482
0.06273194,0.00088747416
0.0007448625,0.33044747
0.029549325,0.091924794
0.10066735,0.98099595
0.017130597,0.062498793
0.006649161,0.21429376
0.01660089,0.002441996
0.37680194,0.002504166
0.001672329,0.0471412
0.00099579,0.9716186
0.0043698694,0.996923
0.006262106,0.09019029
0.1355846,0.995038
0.0040242705,0.98936045
0.9960418,0.9304846
0.4977366,0.95696515
0.0063304845,0.6297522
0.017648092,0.96864367
0.0023677093,0.8567388
0.0043112743,0.98945516
0.0009165045,0.6078548
0.001140951,0.07546317
0.020107323,0.9965654
0.9374077,0.0009161653
0.9950092,0.051765103
0.049952675,0.9979686
0.0024246685,0.731624
0.004511341,0.52483916
0.006364979,0.7672497
0.9859218,0.061800107
0.000689374,0.9973477
0.0006742612,0.089842066
0.78666687,0.0644449
0.0006197439,0.98837835
0.000655841,0.066401504
0.11642966,0.9973793
0.6225046,0.9975147
0.01165317,0.43638656
0.00080622773,0.0020353796
0.0009801353,0.96160704
0.005691037,0.97553945
0.004076471,0.23589918
0.0065411017,0.9942023
0.0017493989,0.089842066
0.09303362,0.99644154
0.060929425,0.026803112
0.15649731,0.064623654
0.0006617618,0.36041585
0.0053322003,0.9807732
0.0015657024,0.8746718
0.008733091,0.8597378
0.054985672,0.9756419
0.009938732,0.07974444
0.0010957276,0.8263748
0.0005943822,0.97744614
0.0010538122,0.8206765
0.0018867088,0.5965909
0.0075645475,0.23949543
0.07554567,0.9941287
0.011392076,0.037011012
0.0005948923,0.9950641
0.00074690784,0.22516571
0.016621297,0.98018277
0.99256414,0.00069134973
0.0025196583,0.81338066
0.006218348,0.9676834
0.9912915,0.000611639
0.055067856,0.9955355
0.0016503856,0.9921588
0.055550117,0.07587257
0.0015377994,0.4626178
0.0008742531,0.61057794
0.004896738,0.98307526
0.09540912,0.05857664
0.007823029,0.114914626
0.0013405776,0.397244
0.43204516,0.44840968
0.2570473,0.0027558475
0.008764535,0.30301
0.04620517,0.04312785
0.0036166145,0.87738234
0.0018769858,0.006453961
0.005719257,0.9595048
0.0047603888,0.9941912
0.0036840844,0.23589918
0.81696194,0.99822444
0.08006194,0.48325533
0.0007437599,0.5073767
0.0029149335,0.026594311
0.0008250731,0.9987828
0.0020440815,0.9971923
0.0006361763,0.9791916
0.08787119,0.7864903
0.9961766,0.0147877345
0.008976996,0.919587
0.009814909,0.99823916
0.22224526,0.98274326
0.9061278,0.7236307
0.00387473,0.50171477
0.010520753,0.2116141
0.020776605,0.0010938264
0.027072936,0.99583286
0.013858597,0.9927165
0.061191738,0.0088153
0.0007771353,0.0066758962
0.0033669341,0.9636633
0.010079856,0.08581105
0.0010499596,0.16868177
0.013443519,0.97567457
0.018417588,0.95609355
0.5036779,0.03300476
0.0011160839,0.089842066
0.01863373,0.114612125
0.95970654,0.944557
0.030678438,0.99475574
0.37988544,0.0051723663
0.001047974,0.9352501
0.0064306827,0.9513965
0.0041806097,0.9977786
0.04123784,0.97357994
0.0017992423,0.9836464
0.00092205766,0.9969591
0.0076613016,0.9936698
0.0021726836,0.94026995
0.24600346,0.02466875
0.0025303096,0.40429613
0.0006240832,0.9838839
0.42700905,0.12469021
0.9628109,0.9952663
0.23437726,0.0017111127
0.14832678,0.0015255242
0.00063611177,0.05380344
0.0006305216,0.92798907
0.00070202653,0.47913975
0.0033458741,0.9069854
0.47225004,0.6008636
0.89095813,0.09218211
0.0013326096,0.9862693
0.0010130589,0.025168778
0.050533976,0.99588937
0.50072694,0.0738476
0.0752264,0.9873963
0.006842611,0.7252694
0.85026145,0.0035455227
0.0013008695,0.9153525
0.007297049,0.9505445
0.033377793,0.0005265742
0.7934579,0.53630775
0.9762273,0.002537547
0.0016611201,0.0023769306
0.004966704,0.1342023
0.001163249,0.9311419
0.0025086685,0.010082722
0.14397302,0.9967733
0.00079478155,0.00083635206
0.99199957,0.0028874974
0.0018502894,0.058520816
0.0056551737,0.9986117
0.8610587,0.0006960774
0.010466947,0.99323285
0.013029126,0.9968316
0.010073074,0.0010283333
0.1514597,0.0019425665
0.0013343438,0.9957268
0.0042732875,0.37696266
0.03875153,0.40595815
0.08015596,0.96986246
0.0015178974,0.0011500437
0.0076941364,0.67627984
0.0015222918,0.0006685682
0.23354147,0.5182848
0.05722966,0.007918997
0.004615527,0.9985216
0.03550153,0.9976107
0.0007609777,0.014802706
0.0013663417,0.9972983
0.0013240353,0.39151782
0.011656196,0.067680925
0.031600814,0.99559844
0.99647444,0.09611025
0.00084566633,0.60488933
0.0017681067,0.31685153
0.000569733,0.075568385
0.9081538,0.8497195
0.0019534735,0.0048971195
0.99485874,0.014261815
0.5606511,0.8567594
0.0008677283,0.99544144
0.02849412,0.9987159
0.010869837,0.97450393
0.00090687204,0.85315037
0.02070719,0.95190966
0.0020015903,0.9568319
0.01714618,0.17348708
0.0012549201,0.9968712
